X1,X2
CCT5,TUBB1
CCT2,TUBB3
CCT5,TUBB3
CCT2,TUBB1
CCT5,TUBB6
TUBA4A,VBP1
CCT4,TUBB3
GNAZ,PDCL
TBCD,TUBA4B
CCT4,TUBB6
TBCD,TUBA4A
CCT3,TUBA8
CCT4,TUBB1
CCT7,VBP1
CCT7,PDCL
CCT3,CCT4
CCT3,CCT5
CCT3,TUBB1
CCT8,HDAC3
CCT4,TUBA8
CCT3,CCT7
CCT3,CCT8
CCT8,RGS7
CCT3,TUBB3
CCT3,TUBB6
TUBA1C,VBP1
TUBA1B,TUBB2A
TUBA1B,TUBB2B
CCT5,TP53
ARL2,TUBB1
PFDN4,PFDN5
MSRA,TXN
MSRB2,TXN
MSRB3,TXN
IGFALS,PAPPA
F2,IGF1
IGF1,MMP2
IGF1,MMP1
IGFALS,PAPPA2
IGFBP4,PAPPA
CTSG,IGF1
IGFBP5,PAPPA2
IGFBP3,PLG
IGFALS,MMP1
IGFALS,MMP2
IGFBP5,PAPPA
CTSG,IGFALS
IGFBP3,MMP1
IGFBP3,MMP2
IGF1,PAPPA
CTSG,IGFBP3
IGFALS,IGFBP3
IGFALS,IGFBP5
IGF1,PAPPA2
IGFALS,PLG
IGFALS,KLK3
IGF1,KLK3
IGF1,IGFBP1
IGF1,IGFBP2
IGF1,IGFBP3
IGF1,IGFBP4
IGF1,IGFBP5
IGF1,IGFALS
IGFBP3,KLK3
IGF1,IGFBP6
F2,IGFBP3
IGFBP4,PAPPA2
IGF1,PLG
F2,IGFALS
RPS14,SRP9
RPL41,SRP68
RPL37A,RPN1
RPL37A,RPN2
SEC11A,SSR3
SEC11A,SSR4
SEC11A,SSR1
SEC11A,SSR2
RPL41,SRP54
RPL39,RPN2
RPL39,RPN1
RPL39,SSR3
RPL39,SSR4
RPL39,SSR1
RPL39,SSR2
RPL37A,SEC11A
RPL37A,SEC11C
RPN1,RPS16
RPN1,RPS17
RPN1,RPS14
RPS23,TRAM1
RPN1,RPS15
RPN1,RPS18
RPN1,RPS19
RPN1,RPS12
RPN1,RPS10
RPN1,RPS11
RPL23A,SRPRB
SRP72,SSR1
SRP72,SSR2
SRP72,SSR3
SRP72,SSR4
RPL3,SEC61G
RPL3,SEC61B
RPS28,TRAM1
RPL35,SEC61G
RPN2,SRPRB
RPL35,SEC61B
RPL32,RPN2
RPL32,RPN1
RPN1,SPCS1
RPS19,SRP72
RPN1,SPCS2
RPN1,SPCS3
RPL32,SSR1
RPL32,SSR2
RPL32,SSR3
RPL32,SSR4
RPL41,SRP72
RPS2,SPCS1
RPL22,SRPRB
RPS2,SPCS2
RPL9,TRAM1
RPS2,SPCS3
RPL37A,SSR1
RPL37A,SSR3
RPL37A,SSR2
RPL37A,SSR4
SRP54,SSR2
SRP54,SSR1
SRP54,SSR4
SRP54,SSR3
RPS9,SRP14
RPS19,SRP54
RPS9,SRP19
SEC61B,SPCS1
SEC61B,SPCS2
SEC61B,SPCS3
RPL32,SEC11C
RPL24,SEC61B
RPS28,SRPRB
RPL32,SEC11A
RPS14,SRP54
RPS19,SRP68
RPL24,SEC61G
RPS8,SRPRB
RPN2,RPS4Y1
RPS11,SSR4
RPS11,SSR3
RPS11,SSR2
RPS11,SSR1
SEC61G,SPCS3
RPS14,SRP14
SEC61G,SPCS2
RPS14,SRP19
SEC61G,SPCS1
SSR2,TRAM1
FAU,SEC11A
RPS9,SRP54
RPL18,TRAM1
RPS21,SRP9
RPS19,SRP19
RPS19,SRP14
RPS9,SRP68
FAU,SEC11C
RPL35,SRP9
RPL30,SPCS3
RPL30,SPCS2
RPL30,SPCS1
RPS15A,SPCS3
RPS15A,SPCS2
RPS14,SRP72
RPS15A,SPCS1
RPS14,SRP68
RPS18,SSR2
RPS18,SSR1
RPS23,SRPRB
RPS18,SSR4
RPS18,SSR3
RPS28,SRP9
RPS23,SRP72
SRP54,SRPRB
RPS23,SRP68
RPL9,SRP19
DDOST,RPL41
RPL9,SRP14
RPL7,RPN2
DDOST,RPL31
RPL7,RPN1
DDOST,RPL30
DDOST,RPL32
DDOST,RPL35
DDOST,RPL34
DDOST,RPL37
DDOST,RPL36
DDOST,RPL39
DDOST,RPL38
RPL36,SRPRB
RPL35A,SEC61G
RPS23,SRP54
RPS28,SRP72
RPL23A,SRP9
RPL35A,SEC61B
RPS28,SRP68
RPS4Y1,SEC61G
RPL7,SSR1
RPS15A,SEC11A
RPS4Y1,SEC61B
RPS15A,SEC11C
DDOST,RPL22
DDOST,RPL24
RPL10A,SEC61G
DDOST,RPL27
DDOST,RPL29
RPS8,SEC11C
RPL22,TRAM1
RPS8,SEC11A
RPL10A,SEC61B
DDOST,RPL11
DDOST,RPL12
DDOST,RPL15
DDOST,RPL14
DDOST,RPL19
DDOST,RPL18
RPL35,SPCS2
RPL35,SPCS3
RPL35,SPCS1
RPL9,SEC61G
RPL9,SEC61B
RPL7,SSR4
RPL7,SSR3
RPL7,SSR2
RPL3,RPN2
RPL3,RPN1
RPL9,SRP54
RPS28,SRP54
RPLP1,SRP9
RPS25,SRP9
RPL9,SRP68
RPS27,SPCS1
RPS27,SPCS2
RPS27,SPCS3
RPN1,SRP9
SEC61G,SRP9
RPL39,SEC11C
RPL39,SEC11A
RPL9,SRP72
RPL18,SRPRB
RPL14,SSR1
RPS17,SEC61G
RPS17,SEC61B
RPL14,SSR3
RPS4X,SPCS1
RPL14,SSR2
RPS4X,SPCS2
RPS4X,SPCS3
RPL14,SSR4
RPL35A,SRP72
RPL14,RPN1
RPL14,RPN2
SPCS2,UBA52
SRP68,SSR4
SRP68,SSR2
SRP68,SSR3
SRP68,SSR1
RPL35A,SRP68
RPL3,SSR1
RPL3,SSR2
RPL3,SSR3
RPL3,SSR4
RPS28,SEC61B
RPS28,SEC61G
RPL35A,SRP54
RPL31,SRPRB
RPL22,SRP72
SRP54,TRAM1
DDOST,SEC61G
RPL41,SRP14
RPL41,SRP19
DDOST,SEC61B
RPLP1,SEC11C
RPLP1,SEC11A
RPS27A,SRPRB
RPS8,SRP9
RPL35A,SRP19
RPL6,SEC11C
RPL6,SEC11A
RPLP2,SPCS3
RPLP2,SPCS2
RPLP2,SPCS1
RPL35A,SRP14
DDOST,UBA52
RPL27A,SEC11C
RPL27A,SEC11A
RPS18,SEC61G
RPS18,SEC61B
RPL7,SPCS3
RPL14,SRP54
RPL7,SPCS2
RPL19,SRP72
RPL7,SPCS1
RPL23A,SRP68
RPL19,SRP68
RPN2,SRP54
FAU,SPCS3
RPS27A,SPCS3
FAU,SPCS2
FAU,SPCS1
RPS27A,SPCS1
RPL23A,SRP54
RPS27A,SPCS2
RPS21,SEC61B
RPN2,SRP68
RPL19,SRP54
RPS17,SPCS2
RPS17,SPCS1
RPL39,SRP9
RPS21,SEC61G
RPL22,SRP54
RPS17,SPCS3
RPL22,SEC11A
SSR2,SSR3
SSR2,SSR4
RPL22,SEC11C
RPN2,SRP72
RPL22,SRP68
RPL14,SRP19
RPL23A,SRP19
RPL18,RPN1
RPL18,RPN2
RPN2,SRP14
RPL19,SRP19
RPL23A,SRP14
RPL19,SRP14
RPL18,SSR1
RPL18,SSR2
RPL18,SSR3
RPN2,SRP19
RPL18,SSR4
RPL14,SRP72
SRP54,SRP9
RPL36,SPCS1
RPL36,SPCS2
RPL36,SPCS3
RPL22,SRP14
RPL22,SRP19
RPLP0,SRP14
RPLP0,SRP19
RPL14,SRP68
RPL31,SPCS1
RPS5,SSR2
RPL31,SPCS3
RPS5,SSR1
RPL31,SPCS2
RPS5,SSR4
RPS5,SSR3
RPS25,SEC11A
RPS25,SEC11C
RPL12,SRPRB
RPL38,SEC11A
RPL38,SEC11C
RPS11,SRP9
SRP14,SRP9
DDOST,RPL35A
RPLP0,SRP54
SPCS2,SSR4
SPCS2,SSR2
RPS27,SRPRB
SPCS2,SSR3
SPCS2,SSR1
SEC61G,UBA52
SSR3,TRAM1
RPL14,SRP14
RPL35,RPN1
RPL35,RPN2
RPLP0,SRP72
DDOST,RPL37A
SRP54,SRP68
RPL36A,SEC11A
RPL36A,SEC11C
DDOST,RPL36A
SRP54,SRP72
RPLP0,SRP68
SRP72,SRPRB
RPL19,TRAM1
RPL34,SEC61B
RPL34,SEC61G
RPL35,SSR3
RPL35,SSR4
RPL35,SSR1
RPL35,SSR2
RPL3,SPCS3
RPL3,SPCS1
RPL12,SEC61G
RPL3,SPCS2
RPL12,SEC61B
SRP14,SRP19
RPS28,SSR4
RPL14,TRAM1
RPL23A,TRAM1
RPS28,SSR3
RPS28,SSR2
RPS28,SSR1
RPL41,TRAM1
RPL27,SPCS2
RPL27,SPCS1
RPL27,SPCS3
RPLP2,SEC11C
RPL10A,SRP9
RPLP2,SEC11A
RPS15,SEC11C
RPS15,SEC11A
RPL36A,SRP68
RPN2,SEC11C
RPN2,SEC11A
RPN2,TRAM1
RPL36A,SRP72
SRPRB,TRAM1
SRP14,SRP54
RPS3,SPCS2
RPS3,SPCS3
SRP19,SRP72
RPS3,SPCS1
SSR4,UBA52
RPL22,SSR2
RPL22,SSR1
RPL22,SSR4
RPL22,SSR3
SRP19,SRP68
SRP14,SRP68
RPL36A,SRP54
RPL7,SRP9
RPL22,RPN2
RPL35A,TRAM1
RPL22,RPN1
RPL8,SPCS1
RPL12,TRAM1
RPL8,SPCS3
SRP14,SRP72
RPL8,SPCS2
RPL36A,RPN1
RPL36A,RPN2
SRP19,SRP54
RPS25,SSR1
RPS25,SSR2
RPS25,SSR3
RPS25,SSR4
RPS5,SEC61G
RPL36A,SRP19
RPS27,SEC61B
RPS27,SEC61G
RPL36A,SSR3
RPS24,SRP9
RPL36A,SSR4
RPL36A,SSR1
RPL36A,SSR2
RPL7,SEC11A
RPL7,SEC11C
RPS15,SSR4
RPS15,SSR2
RPS15,SSR3
RPS5,SEC61B
RPS15,SSR1
RPL31,SRP9
RPS11,SEC61G
RPL18,SRP19
RPS11,SEC61B
RPL18,SRP14
RPL19,SEC61G
RPL19,SEC61B
RPS7,SPCS3
RPL36A,SRP14
RPS7,SPCS2
RPS7,SPCS1
RPL29,SEC11C
RPL29,SEC11A
RPS17,SRP9
RPN1,SRPRB
RPS4X,SEC11C
RPS4X,SEC11A
RPS15A,SRPRB
RPL18,SRP54
RPS18,SPCS3
RPL14,SRP9
RPS18,SPCS2
RPS18,SPCS1
RPL41,SRPRB
RPL18,SRP68
RPS6,SPCS2
RPS6,SPCS1
RPS6,SPCS3
RPS12,SPCS1
RPL24,SRP9
RPS12,SPCS2
RPS12,SPCS3
SSR1,UBA52
RPL18,SRP72
RPS8,SSR3
RPS8,SPCS1
RPS8,SSR2
RPS8,SPCS2
RPS8,SSR1
RPS8,SSR4
RPL35A,SRPRB
SEC61G,SRPRB
RPS2,SEC11A
RPS8,SPCS3
RPL23A,SRP72
RPS2,SEC11C
RPL3,SRP14
RPL3,SRP19
RPS24,SEC11C
RPS24,SEC11A
DDOST,RPS27
DDOST,RPS29
DDOST,RPS28
RPLP2,RPN1
RPLP2,RPN2
RPL39,SPCS3
RPL39,SPCS2
DDOST,RPS21
DDOST,RPS23
DDOST,RPS25
DDOST,RPS24
DDOST,RPS16
DDOST,RPS15
DDOST,RPS18
DDOST,RPS17
DDOST,RPS19
RPL39,SPCS1
DDOST,RPS10
DDOST,RPS12
DDOST,RPS11
DDOST,RPS14
RPS10,SSR3
RPS10,SSR4
RPS10,SSR1
RPS10,SSR2
RPL30,SRPRB
RPL37,SEC11A
RPLP2,SSR1
RPLP2,SSR2
RPLP2,SSR3
RPLP2,SSR4
SRP72,UBA52
RPS23,SPCS3
RPL37,SEC11C
RPS23,SPCS2
RPS23,SPCS1
RPL14,SRPRB
RPN2,SSR2
RPN2,SSR1
SEC61B,SRPRB
RPN2,SSR4
RPL38,SRP68
RPN2,SSR3
SRP9,SRPRB
SRP14,TRAM1
RPL38,SRP72
DDOST,SPCS3
DDOST,SPCS2
RPL18,SRP9
DDOST,SPCS1
RPN1,TRAM1
RPL9,SPCS3
RPL9,SPCS1
RPL9,SPCS2
RPL23A,SEC11C
RPL41,SEC61B
RPL38,SRP54
RPL23A,SEC11A
RPL41,SEC61G
SPCS1,UBA52
RPL30,SEC61G
RPL30,SEC61B
RPN2,RPS5
RPN2,RPS3
RPN2,RPS2
RPN2,RPS9
RPN2,RPS8
RPN2,RPS7
SEC61B,TRAM1
RPN2,RPS6
RPS19,SEC61B
RPS19,SEC61G
SRP9,TRAM1
RPLP0,SRPRB
RPL8,SEC11A
DDOST,RPL23A
SRP14,SSR1
SRP14,SSR2
SRP14,SSR3
SRP14,SSR4
RPS9,SSR1
RPL8,SEC11C
RPS9,SSR2
RPS9,SSR3
RPS9,SSR4
RPS15,SRPRB
RPL6,SSR3
RPL6,SSR4
RPL6,SSR1
RPL6,SSR2
RPL18,SPCS3
RPL18,SPCS1
RPL18,SPCS2
RPL6,RPN1
RPL6,RPN2
DDOST,RPS4X
SEC11C,TRAM1
RPS24,SRPRB
DDOST,RPL27A
SRP19,SSR2
SRP19,SSR3
SRP19,SSR4
RPL30,TRAM1
SRP19,SSR1
SRP14,SRPRB
RPN1,SRP72
RPL27A,SPCS2
RPL27A,SPCS3
RPL27A,SPCS1
RPN1,SRP68
RPS24,TRAM1
RPL18,SEC61G
RPLP2,SRPRB
RPL18,SEC61B
RPL37A,SRP19
RPL37A,SRP14
RPL29,SEC61B
RPL29,SEC61G
FAU,RPN1
FAU,RPN2
RPL38,TRAM1
RPS2,SRP72
RPN1,SRP54
RPL38,RPN1
RPL38,RPN2
RPS24,SSR3
RPS24,SSR2
RPS2,SRP68
RPS24,SSR1
RPS24,SSR4
RPLP0,SRP9
RPL38,SSR1
RPL31,SEC11A
RPL38,SSR3
RPL31,SEC11C
RPL38,SSR2
FAU,SSR4
FAU,SSR3
RPS15,SRP9
RPL38,SSR4
RPS2,SRP54
FAU,SSR2
FAU,SSR1
RPL29,SRP72
RPS27,SEC11C
RPL38,SRPRB
RPL15,SEC61B
RPL32,SRPRB
RPS21,SPCS1
SEC61B,SRP54
RPS21,SPCS3
RPS21,SPCS2
RPL15,SEC61G
RPL34,SEC11A
RPL34,SEC11C
SPCS3,UBA52
RPN1,SRP14
RPL29,SRP54
RPS17,SSR4
RPS17,SSR1
RPS17,SSR2
RPS17,SSR3
RPN1,SRP19
RPL29,SRP68
RPS2,SRP19
RPS29,SRP9
RPS2,SRP14
RPL27,SRP14
RPL7,SEC61G
RPL7,SEC61B
RPL3,SRP54
RPS27A,SEC61G
RPS27A,SEC61B
RPL27,SRP19
FAU,SRPRB
RPLP0,TRAM1
RPS23,SEC61G
RPS23,SEC61B
RPS9,SEC61G
RPL3,SRP72
SEC61B,SRP68
RPS27,SEC11A
RPL29,SRP19
RPLP2,TRAM1
SEC61B,SRP72
RPS9,SEC61B
RPL29,SRP14
RPL3,SRP68
RPS10,SEC61B
RPL3,SRPRB
RPL27,SRP54
RPL30,SRP14
RPS10,SEC61G
RPL30,SRP19
RPL32,SRP9
RPL7,TRAM1
RPS11,SRP54
FAU,TRAM1
RPS17,SEC11A
RPL27,SRP68
RPS3,SEC61G
RPS3,SEC61B
SPCS1,SSR2
SPCS1,SSR1
SPCS1,SSR4
RPS17,TRAM1
SPCS1,SSR3
RPS29,SEC61B
RPS10,SRP9
RPS11,SRP72
RPL27,SRP72
RPS29,SEC61G
RPL11,SEC11C
RPS24,SRP54
RPL11,SEC11A
RPS11,SRP68
RPL19,RPN2
RPL19,RPN1
SEC61B,SRP19
SEC61B,SRP14
RPL14,SEC11A
RPL14,SEC11C
RPS25,SPCS2
RPS25,SPCS3
SRP72,SRP9
RPS24,SRP72
RPS25,SPCS1
RPS24,SRP68
RPS27A,TRAM1
RPL37A,SRP9
RPS17,SEC11C
SSR1,SSR3
SSR1,SSR2
RPL36,TRAM1
SSR1,SSR4
RPS11,SRP14
RPS11,SRP19
RPL19,SSR4
RPL19,SSR3
RPL19,SSR2
RPL19,SSR1
FAU,SEC61G
FAU,SEC61B
RPL37A,SRP72
RPS28,SRP14
RPL27,SEC11A
RPL27,SEC11C
RPS28,SRP19
RPS8,SRP19
RPS14,SEC11C
RPS14,SEC11A
RPS9,SRP9
RPS8,SRP14
RPL29,TRAM1
RPL35A,SPCS1
RPL35A,SPCS2
RPL35A,SPCS3
DDOST,RPL10A
RPS15,SRP19
RPS15,SRP14
RPS23,SSR4
RPS23,SSR3
RPS23,SSR2
RPS23,SSR1
RPS19,SRPRB
RPL3,TRAM1
RPL6,SRP9
SRP68,SRPRB
RPL27A,SRPRB
RPS8,SRP72
RPL39,SEC61G
RPL32,TRAM1
RPS6,SEC61B
RPL39,SEC61B
RPS15,SRP72
RPS6,SEC61G
RPN1,RPS15A
RPL37A,SRP68
RPS24,SRP19
RPS8,SRP54
RPS24,SRP14
RPS17,SRPRB
RPS15,SRP68
RPL37A,SRP54
RPS8,SRP68
RPS15,SRP54
SEC11C,SSR4
RPS16,SEC61G
SEC11C,SSR3
RPS16,SEC61B
SEC11C,SSR2
SEC11C,SSR1
FAU,SRP68
RPL34,SRP54
FAU,SRP72
RPS6,SRPRB
RPS27A,SRP72
RPS27A,SRP68
FAU,SRP54
RPL27,TRAM1
DDOST,RPS4Y1
RPN2,SPCS2
RPN2,SPCS3
RPN2,SPCS1
RPL36,SRP14
RPL36,SRP19
RPS16,SSR2
RPS16,SSR1
RPS17,SRP54
RPL34,SRP72
RPL37A,SRPRB
RPS16,SSR4
RPS16,SSR3
RPL9,SRPRB
RPS27A,SRP54
RPL34,SRP68
RPL36,SEC61G
RPS11,TRAM1
RPS17,SRP68
RPN1,RPS3
RPS17,SRP72
RPN1,RPS2
RPN1,RPS7
RPN1,RPS8
RPN1,RPS5
RPN1,RPS6
RPL36,SEC61B
RPN1,RPS9
RPL12,SPCS2
RPL12,SPCS1
RPL12,SPCS3
SRP9,SSR1
SRP9,SSR2
SRP9,SSR3
SRP9,SSR4
RPL36,SRP54
RPLP1,SSR1
RPLP1,SSR2
RPLP1,SSR3
RPLP1,SSR4
RPL36,SRP68
SRP68,SRP72
RPL38,SRP9
RPLP1,RPN2
RPLP1,RPN1
FAU,SRP9
RPL36,SRP72
RPN1,SSR1
RPN1,SSR4
RPL14,SPCS2
RPL14,SPCS1
RPN1,SSR2
RPN1,SSR3
RPL14,SPCS3
SRP68,TRAM1
RPL38,SRP19
RPS2,TRAM1
RPN2,RPS4X
RPS7,SEC11C
RPS19,TRAM1
RPS7,SEC11A
RPS3,SRP9
RPL32,SRP19
RPL32,SRP14
RPS2,SRPRB
RPS29,SSR1
RPS29,SSR2
RPS29,SSR3
RPS29,SSR4
RPL38,SRP14
RPL34,SRP14
RPS6,TRAM1
RPL34,SRP19
RPL7,SRPRB
RPL30,SRP54
RPL32,SRP72
RPS15,TRAM1
RPL27,SRPRB
FAU,SRP19
RPL37A,TRAM1
FAU,SRP14
RPN2,RPS10
RPN2,RPS11
RPN2,RPS12
RPN2,RPS14
RPN2,RPS15
RPN2,RPS16
RPN2,RPS17
RPN2,RPS18
RPN2,RPS19
RPL32,SRP68
RPS27A,SRP19
RPS27A,SRP14
RPS8,TRAM1
RPN2,RPS21
RPL30,SRP72
RPN2,RPS23
RPN2,RPS24
RPN2,RPS25
RPN2,RPS27
RPN2,RPS28
RPN2,RPS29
RPL32,SRP54
RPL24,SEC11A
RPL24,SEC11C
SRPRB,SSR3
RPL30,SRP68
SRPRB,SSR2
SRPRB,SSR4
RPL29,SRPRB
SRPRB,SSR1
SEC61B,SSR1
SEC61B,SSR2
SEC61B,SSR3
SEC61B,SSR4
RPS14,SEC61G
RPS6,SRP9
RPL34,TRAM1
RPL27A,SRP68
RPS4X,SSR4
RPS14,SEC61B
RPS4X,SSR2
RPS4X,SSR3
RPS4X,SSR1
RPL27A,SRP54
RPS10,SPCS3
RPS10,SPCS2
RPS10,SPCS1
RPS7,SEC61G
RPL39,TRAM1
RPS25,SEC61B
RPL36A,SPCS3
RPL36A,SPCS2
RPS25,SEC61G
RPL36A,SPCS1
RPS7,SEC61B
SPCS2,TRAM1
RPL6,SEC61G
RPL6,SEC61B
RPL35A,SRP9
DDOST,SRPRB
RPL12,SRP9
RPL41,RPN2
RPN2,RPS15A
RPL41,SSR1
RPL41,SSR3
RPL41,SSR2
RPL27,SEC61G
RPL27A,SRP72
RPL19,SRP9
RPL38,SEC61G
RPL41,SSR4
RPS11,SRPRB
RPL38,SEC61B
RPL27,SEC61B
RPN2,SEC61B
RPLP0,SEC61G
RPL11,SRP68
RPLP0,SEC61B
RPS21,SRP54
RPL11,SRP72
RPS21,SRP68
DDOST,TRAM1
RPLP1,SRPRB
RPS21,SRP72
DDOST,SSR3
DDOST,SSR4
DDOST,SSR1
DDOST,SSR2
RPS29,SEC11A
RPS29,SEC11C
RPN2,SEC61G
RPS18,SEC11C
RPL11,SRP54
RPS18,SEC11A
RPS23,SRP9
DDOST,SEC11A
DDOST,SEC11C
RPS6,SRP54
DDOST,RPL9
DDOST,RPL6
DDOST,RPL8
DDOST,RPL7
RPS21,SRP14
RPS21,SRP19
RPS6,SRP68
RPL27A,SRP14
RPL27A,SRP19
RPS16,SRPRB
RPL10A,SRP14
RPL10A,SRP19
RPS17,SRP19
RPS6,SRP72
RPS17,SRP14
RPN1,RPS27A
DDOST,RPL3
RPL11,SRP19
RPL11,SRP14
RPS6,SRP14
RPS29,SPCS1
RPS12,SRP14
RPS29,SPCS3
RPL30,RPN2
RPS29,SPCS2
RPS12,SRP19
RPL30,SSR2
RPL30,SSR3
RPL30,SSR1
RPL15,SRPRB
RPL7,SRP68
RPS6,SRP19
RPL7,SRP72
RPL30,RPN1
RPS11,SEC11C
RPS24,SPCS3
RPS11,SEC11A
RPS24,SPCS1
RPS24,SPCS2
RPS16,SRP9
RPL37,RPN2
RPL37,RPN1
RPL30,SSR4
RPS12,SRP54
RPL32,SEC61G
RPL7,SRP54
RPL32,SEC61B
RPL38,SPCS3
RPL38,SPCS2
RPL38,SPCS1
RPS27A,SRP9
RPL39,SRPRB
RPL37,SSR1
RPL37,SSR2
RPL37,SSR3
RPL37,SSR4
RPL27A,TRAM1
RPL8,SRP9
RPS27,SSR1
RPS27,SSR2
RPS27,SSR3
RPS27,SSR4
RPS21,TRAM1
RPL41,RPN1
DDOST,SRP54
RPL37A,SEC61B
RPL36,SEC11C
RPL36,SEC11A
RPL37A,SEC61G
RPS3,SSR2
RPS3,SSR1
RPS3,SSR4
RPS3,SSR3
DDOST,SRP68
DDOST,SRP72
RPS19,SRP9
RPL34,RPN1
RPL34,RPN2
RPLP0,SPCS1
RPLP0,SPCS3
RPLP0,SPCS2
RPL34,SSR1
RPL34,SSR3
RPL34,SSR2
RPL34,SSR4
RPLP1,TRAM1
RPS12,SRP9
RPL7,SRP19
RPL7,SRP14
RPL34,SRPRB
RPL27,RPN2
SEC61B,SRP9
RPL27,RPN1
RPN1,SEC61B
RPS28,SEC11C
RPLP1,SEC61G
RPLP1,SEC61B
RPS4X,SEC61B
RPS4X,SEC61G
RPS28,SEC11A
RPN1,SEC61G
RPL10A,TRAM1
RPLP2,SRP9
RPL27,SSR4
RPL19,SEC11C
RPL27,SSR2
RPL27,SSR3
RPL19,SEC11A
SSR3,UBA52
RPL27,SSR1
RPL35A,SSR2
RPL35A,SSR3
RPL35A,SSR4
RPN2,SRP9
RPL35A,SSR1
RPS25,TRAM1
RPS8,SEC61B
RPL15,TRAM1
DDOST,SRP14
DDOST,SRP19
RPS12,SEC11A
RPS12,SEC11C
RPN2,RPS27A
RPL37,SPCS2
RPL37,SPCS3
RPL37,SPCS1
RPL41,SRP9
RPS15,SEC61G
RPS15,SEC61B
RPL12,RPN1
SEC11A,TRAM1
RPL12,RPN2
SRP54,UBA52
RPL12,SSR3
RPL12,SSR2
RPS5,SEC11A
RPLP1,SRP14
RPL12,SSR1
RPS5,SEC11C
RPLP1,SRP19
RPL12,SSR4
RPL24,SPCS2
SRPRB,UBA52
RPL24,SPCS3
RPS4Y1,SRP54
RPL24,SPCS1
RPS4Y1,SRP68
RPL29,SPCS3
RPL35A,RPN1
RPL35A,RPN2
RPL29,SPCS1
RPL29,SPCS2
RPS27A,SEC11C
RPS27A,SEC11A
RPS4Y1,SRP72
RPL11,SRPRB
RPL23A,SEC61B
RPL32,SPCS3
RPL32,SPCS2
RPL32,SPCS1
RPS21,SRPRB
SSR3,SSR4
RPLP1,SRP54
RPL23A,SEC61G
RPS4Y1,SRP14
RPS4Y1,SRP19
RPL10A,SRPRB
RPN2,UBA52
RPLP1,SRP68
RPL3,SEC11C
RPS2,SRP9
RPL3,SEC11A
RPLP2,SRP72
SSR4,TRAM1
SRP19,SRP9
RPLP2,SRP68
RPLP1,SRP72
RPLP2,SRP54
RPL15,SRP19
RPS25,SRPRB
RPS16,SPCS1
RPS16,SPCS3
RPS16,SPCS2
RPL10A,SRP54
RPLP0,RPN1
RPLP0,RPN2
SSR2,UBA52
RPL10A,SRP68
RPL15,SRP14
RPL6,SPCS3
RPL6,SPCS2
RPL6,SPCS1
RPLP2,SRP19
RPS11,SPCS3
RPL10A,SRP72
RPS11,SPCS1
RPS11,SPCS2
RPS5,SPCS3
RPS5,SPCS2
RPS5,SPCS1
RPL15,SRP68
RPLP2,SRP14
RPS27A,SSR4
RPS27A,SSR2
RPS27A,SSR3
RPS27A,SSR1
RPL15,SRP72
RPL27A,SEC61G
RPL27A,SEC61B
RPL37,SRP9
RPL8,SSR1
RPL8,SSR2
DDOST,RPS9
DDOST,RPS8
DDOST,RPS5
DDOST,RPS7
RPL8,RPN2
DDOST,RPS6
RPL8,RPN1
RPLP0,SSR2
RPLP0,SSR1
DDOST,RPS3
DDOST,RPS2
RPLP0,SSR4
RPLP0,SSR3
RPL15,SRP54
RPL8,SSR3
RPL8,SSR4
RPS19,SPCS1
RPS21,SEC11C
RPS19,SPCS2
RPS19,SPCS3
RPS21,SEC11A
SRP19,UBA52
RPS27,SRP9
RPL11,TRAM1
SRP14,UBA52
RPS24,SEC61G
RPS4Y1,TRAM1
RPS24,SEC61B
RPS8,SEC61G
DDOST,FAU
RPS4Y1,SEC11C
RPS4Y1,SEC11A
RPS9,SPCS1
RPS9,SPCS2
RPS9,SPCS3
RPL41,SEC11C
RPL10A,SEC11C
RPL10A,SEC11A
RPL31,SEC61G
RPL41,SEC11A
RPL31,SEC61B
RPS14,SPCS2
RPS14,SPCS3
RPL34,SRP9
RPS14,SPCS1
RPL37A,SPCS3
RPL37A,SPCS1
RPL37A,SPCS2
RPS12,SSR2
RPS12,SSR1
RPS12,SSR4
RPS12,SSR3
RPS15,SPCS3
RPS15,SPCS2
RPS15,SPCS1
RPL35,SEC11C
RPL35,SEC11A
RPL35,SRPRB
SEC11C,SEC61G
RPL15,SSR3
RPL15,SSR4
SEC11C,SEC61B
RPL15,SSR1
RPL15,SSR2
RPS5,SRP68
RPL8,SRP54
RPL9,SRP9
RPL15,RPN2
RPL15,RPN1
RPS10,TRAM1
SRP19,TRAM1
RPL15,SEC11C
RPL27,SRP9
RPL36A,TRAM1
RPL36,SRP9
RPL15,SEC11A
RPS5,SRP54
RPL34,SPCS1
RPL34,SPCS2
RPL34,SPCS3
RPL11,SRP9
RPS29,SRPRB
RPL24,SRP14
RPL12,SRP72
RPL8,SRP72
RPL8,SRP68
RPS27,SRP68
RPS7,SRPRB
RPL12,SRP68
RPS27,SRP72
RPS28,SPCS3
RPL24,SRP19
RPL19,SRPRB
RPS28,SPCS1
RPS28,SPCS2
RPS27,SRP54
RPS5,SRP14
RPL36A,SEC61B
RPL36A,SEC61G
RPS6,SEC11A
RPS6,SEC11C
RPS5,SRP19
RPS5,SRP9
RPS7,SRP9
RPL11,SEC61G
RPL11,SEC61B
RPS9,SEC11A
RPS9,SEC11C
RPL22,SEC61B
RPL22,SEC61G
